url,table_name
http://healthycanadians.gc.ca/recall-alert-rappel-avis/inspection/2016/58748r-eng.php,heath_canada_recall
https://www.cpsc.gov/Recalls/2016/Advanced-Sports-International-Recalls#4,cpsc_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2016/56690a-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/tc/2016/59824r-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/inspection/2016/59226r-eng.php,heath_canada_recall
http://news.foodmate.net/2016/08/392321.html,foodmate_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/tc/2016/58876r-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2016/58976r-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/inspection/2016/58456r-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2016/60274r-eng.php,heath_canada_recall
http://news.foodmate.net/2016/08/391044.html,foodmate_recall
http://news.foodmate.net/2016/07/387331.html#3,foodmate_recall
http://news.foodmate.net/2016/08/391868.html#3,foodmate_recall
https://www.cpsc.gov/Recalls/2016/Rollerblade-USA-Recalls-Helmets,cpsc_recall
http://news.foodmate.net/2016/04/374579.html#2,foodmate_food_additives
https://www.cpsc.gov/Recalls/2016/Britax-Recalls-Strollers-and-Replacement-Top-Seats,cpsc_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/inspection/2016/57536r-eng.php,heath_canada_recall
https://www.cpsc.gov/Recalls/2016/LaRose-Industries-Recalls-Peanuts-Flying-Ace-Ride-On-Toys#4,cpsc_recall
http://news.foodmate.net/2016/04/376340.html#3,foodmate_recall
http://news.foodmate.net/2016/12/408204.html#2,foodmate_food_additives
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2016/58366r-eng.php,heath_canada_recall
http://news.foodmate.net/2016/04/376229.html,foodmate_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2016/58946r-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2012/12016r-eng.php,heath_canada_recall
http://news.foodmate.net/2016/09/394976.html#3,foodmate_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2016/59678r-eng.php,heath_canada_recall
http://news.foodmate.net/2016/06/385414.html#2,foodmate_epidemic
http://healthycanadians.gc.ca/recall-alert-rappel-avis/tc/2016/58208r-eng.php,heath_canada_recall
https://www.cpsc.gov/Recalls/2016/Room-Board-Recalls-Chairs#4,cpsc_recall
http://news.foodmate.net/2016/12/408706.html#2,foodmate_epidemic
http://news.foodmate.net/2016/07/387724.html#3,foodmate_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2016/57194r-eng.php,heath_canada_recall
https://www.cpsc.gov/Recalls/2016/Scott-Recalls-Bicycles,cpsc_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/tc/2016/58814r-eng.php,heath_canada_recall
https://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2016/recall-095-2016-release#2,fsis_recall
https://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2016/recall-010-2016-release,fsis_recall
https://www.cpsc.gov/Recalls/2016/Traxxas-Recalls-X-Maxx-Monster-Trucks-and-Electronic-Speed-Controls,cpsc_recall
