url,table_name
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/65130r-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/64702r-eng.php,heath_canada_recall
http://news.foodmate.net/2017/06/432152.html#2,foodmate_epidemic
http://news.foodmate.net/2017/03/419373.html,foodmate_epidemic
http://healthycanadians.gc.ca/recall-alert-rappel-avis/inspection/2017/62440r-eng.php,heath_canada_recall
http://news.foodmate.net/2017/03/420047.html,foodmate_epidemic
http://news.foodmate.net/2017/01/412361.html#2,foodmate_epidemic
https://www.cpsc.gov/Recalls/2017/Extech-Recalls-Digital-Clamp-Meters#4,cpsc_recall
https://www.cpsc.gov/Recalls/2017/Fireworks-Over-America-Recalls-Fireworks#4,cpsc_recall
http://www.cqn.com.cn/ms/content/2017-12/08/content_5188101.htm,cqn_recall
http://news.foodmate.net/2017/06/431844.html#3,foodmate_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/63042r-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/65498r-eng.php,heath_canada_recall
http://news.foodmate.net/2017/11/450115.html#2,foodmate_epidemic
http://news.foodmate.net/2017/01/412224.html,foodmate_recall
https://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2017/recall-003-2017-release,fsis_recall
https://www.cpsc.gov/Recalls/2017/Trek-Recalls-Bicycle-Lights,cpsc_recall
https://www.cpsc.gov/Recalls/2017/Walt-Disney-Parks-and-Resorts-Recalls-Mickey-Mouse-Nightlights,cpsc_recall
http://news.foodmate.net/2017/02/417456.html#3,foodmate_recall
https://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2017/recall-114-2017-release,fsis_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62948r-eng.php,heath_canada_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/65348r-eng.php,heath_canada_recall
http://news.foodmate.net/2017/11/450693.html#3,foodmate_recall
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/64968r-eng.php,heath_canada_recall
http://news.foodmate.net/2017/05/430371.html,foodmate_epidemic
http://www.cqn.com.cn/ms/content/2017-10/12/content_4969506.htm,cqn_recall
http://news.foodmate.net/2017/08/440677.html,foodmate_recall
http://news.foodmate.net/2017/05/430371.html#2,foodmate_epidemic
https://www.cpsc.gov/Recalls/2017/Fireworks-Recalled-By-American-Promotional-Events#4,cpsc_recall
http://news.foodmate.net/2017/03/419876.html,foodmate_epidemic
http://news.foodmate.net/2017/06/431701.html#2,foodmate_epidemic
http://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/65146r-eng.php,heath_canada_recall
http://www.cqn.com.cn/ms/content/2017-12/19/content_5227992.htm#2,cqn_recall
http://news.foodmate.net/2017/08/439640.html#2,foodmate_epidemic
http://healthycanadians.gc.ca/recall-alert-rappel-avis/inspection/2017/63642r-eng.php,heath_canada_recall
http://www.cqn.com.cn/ms/content/2017-09/30/content_4949318.htm,cqn_recall
http://www.cqn.com.cn/ms/content/2017-11/14/content_5107478.htm,cqn_recall
